FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
580,4,"82338
744
19162
85104","Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Regent Honeyeater
Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1229233406.98047,402738.227785924
581,4,"942
82338
225
85104","Erythrotriorchis radiatus
Anthochaera phrygia
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Red Goshawk
Regent Honeyeater
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",708769037.96875,205306.65685831
582,4,"942
82338
85104
331","Erythrotriorchis radiatus
Anthochaera phrygia
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Red Goshawk
Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",581686180.675781,140548.422982388
583,4,"942
82338
1935
85104","Erythrotriorchis radiatus
Anthochaera phrygia
Philoria kundagungan
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Red Goshawk
Regent Honeyeater
Mountain Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",390452923.601563,159328.86971386
584,4,"942
1765
1767
1115","Erythrotriorchis radiatus
Chelonia mydas
Lepidochelys olivacea
Aipysurus apraefrontalis","Red Goshawk
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Short-nosed Seasnake",63977072.7167969,45252.5311013621
585,4,"942
1765
1767
60756","Erythrotriorchis radiatus
Chelonia mydas
Lepidochelys olivacea
Pristis pristis","Red Goshawk
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",2449757217.67969,958641.361099606
586,4,"942
331
1765
1767","Erythrotriorchis radiatus
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea","Red Goshawk
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",12440246352.2949,3782927.43714594
587,4,"942
331
1765
60756","Erythrotriorchis radiatus
Dasyurus hallucatus
Chelonia mydas
Pristis pristis","Red Goshawk
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",1317024433.06641,430343.211106959
588,4,"942
744
225
85104","Erythrotriorchis radiatus
Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Red Goshawk
Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1505020781.16016,341636.88026574
589,4,"1001
59523
847
22","Botaurus poiciloptilus
Zanda latirostris
Numenius madagascariensis
Neophoca cinerea","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Australian Sea-lion, Australian Sea Lion",263040698.871094,123135.210759827
590,4,"25982
744
1828
87645","Calyptorhynchus banksii graptogyne
Lathamus discolor
Litoria raniformis
Miniopterus orianae bassanii","South-eastern Red-tailed Black-Cockatoo
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",1940331628.82422,679392.842348633
591,4,"25982
1828
87645
76211","Calyptorhynchus banksii graptogyne
Litoria raniformis
Miniopterus orianae bassanii
Lachnagrostis adamsonii","South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat
Adamson's Blown-grass, Adamson's Blowngrass",155963472.3125,75420.153782516
592,4,"1765
1767
1115
60756","Chelonia mydas
Lepidochelys olivacea
Aipysurus apraefrontalis
Pristis pristis","Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Short-nosed Seasnake
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",2188302905.43359,431932.690474484
593,4,"331
1765
1115
60756","Dasyurus hallucatus
Chelonia mydas
Aipysurus apraefrontalis
Pristis pristis","Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Short-nosed Seasnake
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",333372691.558594,139508.256337734
594,4,"331
1765
1767
1115","Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea
Aipysurus apraefrontalis","Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Short-nosed Seasnake",1152565254.91211,349924.758035598
595,4,"331
1765
1767
60756","Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea
Pristis pristis","Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",1221541471.63867,452758.870851664
596,4,"942
564
83091
331","Erythrotriorchis radiatus
Amytornis woodwardi
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus","Red Goshawk
White-throated Grasswren, Yirlinkirrkirr
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",11116776401.9785,1031816.45034827
597,4,"942
82338
744
85104","Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Red Goshawk
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1582015105.19141,456415.16928287
598,4,"847
331
1765
1767","Numenius madagascariensis
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",3352027802.6875,1383177.36099358
599,4,"847
331
1765
60756","Numenius madagascariensis
Dasyurus hallucatus
Chelonia mydas
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",99146849.1113281,57034.6327256799
600,4,"847
942
1765
1767","Numenius madagascariensis
Erythrotriorchis radiatus
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",6582051923.46094,2155362.65789413
601,4,"847
942
331
1765","Numenius madagascariensis
Erythrotriorchis radiatus
Dasyurus hallucatus
Chelonia mydas","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle",257825903.830078,136181.840692239
602,4,"942
744
85104
331","Erythrotriorchis radiatus
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Red Goshawk
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1809725433.81641,560279.364203868
603,4,"942
744
85104
1656","Erythrotriorchis radiatus
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Delma torquata","Red Goshawk
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Adorned Delma, Collared Delma",174624182.046875,94716.3008753551
604,4,"942
744
19162
85104","Erythrotriorchis radiatus
Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Red Goshawk
Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",530779646.5625,157626.592964533
605,4,"942
55597
85104
331","Erythrotriorchis radiatus
Macadamia jansenii
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Red Goshawk
Bulberin Nut, Bulburin Nut Tree
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1907857543.50391,233751.905232502
606,4,"942
85104
1765
1767","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Chelonia mydas
Lepidochelys olivacea","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",459192836.933594,160425.362702833
607,4,"942
85104
331
1765","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Chelonia mydas","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle",1250864326.89063,383620.650719026
608,4,"942
85104
331
1656","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Delma torquata","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Adorned Delma, Collared Delma",5290225067.125,1050794.92418035
609,4,"942
85104
331
5481","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Dichanthium queenslandicum","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
King Blue-grass",307597477.710938,152230.973824049
610,4,"942
85104
331
1767","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Lepidochelys olivacea","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Olive Ridley Turtle, Pacific Ridley Turtle",33550804.7148438,23187.6294280776
611,4,"942
1889
85104
331","Erythrotriorchis radiatus
Taudactylus pleione
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Red Goshawk
Kroombit Tinker Frog, Pleione's Torrent Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",2210934239.28516,289217.03351073
612,4,"942
83091
1765
1767","Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Chelonia mydas
Lepidochelys olivacea","Red Goshawk
Northern Brushtail Possum
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",980113423.654297,337403.669690223
613,4,"942
83091
331
83161","Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Bellatorias obiri","Red Goshawk
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Arnhem Land Egernia",2641438503.10352,543679.965363201
614,4,"942
83091
331
1765","Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Chelonia mydas","Red Goshawk
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle",352556586.402344,191914.166766279
615,4,"942
85104
331
185","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Pteropus conspicillatus","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Spectacled Flying-fox",10279747670.334,1644169.32211894
616,4,"942
85104
96
331","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Dasyurus hallucatus","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",34792978.203125,23633.9748645408
617,4,"942
1935
225
85104","Erythrotriorchis radiatus
Philoria kundagungan
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Red Goshawk
Mountain Frog
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",106517054.480469,60538.2592645128
618,4,"942
185
1765
1767","Erythrotriorchis radiatus
Pteropus conspicillatus
Chelonia mydas
Lepidochelys olivacea","Red Goshawk
Spectacled Flying-fox
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",260038298.78125,103502.858574953
619,4,"942
19162
85104
331","Erythrotriorchis radiatus
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Red Goshawk
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",2000393809.95313,453384.34619686
620,4,"1001
59523
22
330","Botaurus poiciloptilus
Zanda latirostris
Neophoca cinerea
Dasyurus geoffroii","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Australian Sea-lion, Australian Sea Lion
Chuditch, Western Quoll",188428380.070313,96253.0328638476
621,4,"1001
59523
847
330","Botaurus poiciloptilus
Zanda latirostris
Numenius madagascariensis
Dasyurus geoffroii","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Chuditch, Western Quoll",301893459.824219,123496.762950608
622,4,"1001
59523
847
934","Botaurus poiciloptilus
Zanda latirostris
Numenius madagascariensis
Leipoa ocellata","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Malleefowl",223643547.953125,95844.1587772197
623,4,"1001
90381
934
747","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Leipoa ocellata
Neophema chrysogaster","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Malleefowl
Orange-bellied Parrot",653072200.546875,262949.727008242
624,4,"1001
90381
934
906","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Leipoa ocellata
Pedionomus torquatus","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Malleefowl
Plains-wanderer",37831237.5117188,24725.7010255996
625,4,"1001
90381
747
82338","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophema chrysogaster
Anthochaera phrygia","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Regent Honeyeater",198611525.757813,104762.16172768
626,4,"1001
90381
747
56791","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophema chrysogaster
Craterocephalus fluviatilis","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Murray Hardyhead",114078232.890625,60717.7183389031
627,4,"1001
90381
747
744","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophema chrysogaster
Lathamus discolor","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Swift Parrot",416252895.179688,159247.88819717
628,4,"1001
90381
747
87645","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophema chrysogaster
Miniopterus orianae bassanii","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Southern Bent-wing Bat",2162334751.32422,706697.252910276
629,4,"1001
90381
747
22","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophema chrysogaster
Neophoca cinerea","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Australian Sea-lion, Australian Sea Lion",77012859.9921875,49936.6307554721
630,4,"1001
90381
22
87597","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophoca cinerea
Tachyglossus aculeatus multiaculeatus","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Australian Sea-lion, Australian Sea Lion
Kangaroo Island Echidna",1146853792.94922,382189.598318949
631,4,"1001
90381
87597
90907","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Tachyglossus aculeatus multiaculeatus
Zephyrarchaea austini","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Kangaroo Island Echidna
Kangaroo Island Assassin Spider",38160832.8359375,24844.1332618837
632,4,"1001
59523
26181
330","Botaurus poiciloptilus
Zanda latirostris
Anstisia alba
Dasyurus geoffroii","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
White-bellied Frog, Creek Frog
Chuditch, Western Quoll",336771006.414063,89500.8729258815
633,4,"1001
59523
654
330","Botaurus poiciloptilus
Zanda latirostris
Atrichornis clamosus
Dasyurus geoffroii","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Noisy Scrub-bird, Tjimiluk
Chuditch, Western Quoll",113263299.570313,49393.4589081067
634,4,"1001
59523
330
294","Botaurus poiciloptilus
Zanda latirostris
Dasyurus geoffroii
Myrmecobius fasciatus","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Chuditch, Western Quoll
Numbat",300709227.179688,134309.468091483
635,4,"847
942
331
60756","Numenius madagascariensis
Erythrotriorchis radiatus
Dasyurus hallucatus
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",542720238.417969,238554.99936126
636,4,"942
83091
331
60756","Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Pristis pristis","Red Goshawk
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",6237387920.99414,1719558.54908533
637,4,"942
83091
123
331","Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Notomys aquilo
Dasyurus hallucatus","Red Goshawk
Northern Brushtail Possum
Northern Hopping-mouse, Woorrentinta
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",861872672.066406,192234.442601927
638,4,"66240
1765
1767
68751","Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Grey Nurse Shark (east coast population)",3060546975.76953,933421.435858346
639,4,"744
19162
85104
86072","Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Wollumbinia georgesi","Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Georges' Snapping Turtle, Bellinger River Sawshell Turtle, Georges Helmeted Turtle",71873534.6679688,36957.9887712824
640,4,"934
82338
744
1828","Leipoa ocellata
Anthochaera phrygia
Lathamus discolor
Litoria raniformis","Malleefowl
Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",194174725.320313,103167.902885261
641,4,"934
82338
744
85104","Leipoa ocellata
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Malleefowl
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",49095500949.4648,6055850.99935696
642,4,"934
82338
225
85104","Leipoa ocellata
Anthochaera phrygia
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Malleefowl
Regent Honeyeater
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1521296277.12109,313698.793998988
643,4,"934
25982
744
1828","Leipoa ocellata
Calyptorhynchus banksii graptogyne
Lathamus discolor
Litoria raniformis","Malleefowl
South-eastern Red-tailed Black-Cockatoo
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",1083704596.58594,319928.785024956
644,4,"934
25982
744
87645","Leipoa ocellata
Calyptorhynchus banksii graptogyne
Lathamus discolor
Miniopterus orianae bassanii","Malleefowl
South-eastern Red-tailed Black-Cockatoo
Swift Parrot
Southern Bent-wing Bat",2590542329.82031,683818.423387086
645,4,"934
25982
1828
87645","Leipoa ocellata
Calyptorhynchus banksii graptogyne
Litoria raniformis
Miniopterus orianae bassanii","Malleefowl
South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",232366502.429688,114098.169950265
646,4,"934
25982
87544
1828","Leipoa ocellata
Calyptorhynchus banksii graptogyne
Spyridium furculentum
Litoria raniformis","Malleefowl
South-eastern Red-tailed Black-Cockatoo
Forked Spyridium
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",38626759.1914063,25011.5528062881
647,4,"934
744
1828
76211","Leipoa ocellata
Lathamus discolor
Litoria raniformis
Lachnagrostis adamsonii","Malleefowl
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Adamson's Blown-grass, Adamson's Blowngrass",155549412.546875,61346.9578707862
648,4,"934
744
1828
87645","Leipoa ocellata
Lathamus discolor
Litoria raniformis
Miniopterus orianae bassanii","Malleefowl
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",116927086.976563,50270.7609013758
649,4,"934
744
1828
225","Leipoa ocellata
Lathamus discolor
Litoria raniformis
Petrogale penicillata","Malleefowl
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Brush-tailed Rock-wallaby",38880912.46875,25102.8767388343
650,4,"934
1828
87645
76211","Leipoa ocellata
Litoria raniformis
Miniopterus orianae bassanii
Lachnagrostis adamsonii","Malleefowl
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat
Adamson's Blown-grass, Adamson's Blowngrass",38958392.4375,25130.7173256111
651,4,"847
90381
934
747","Numenius madagascariensis
Thinornis cucullatus cucullatus
Leipoa ocellata
Neophema chrysogaster","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Malleefowl
Orange-bellied Parrot",38184814.1757813,24852.7503846987
652,4,"847
90381
934
22","Numenius madagascariensis
Thinornis cucullatus cucullatus
Leipoa ocellata
Neophoca cinerea","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Malleefowl
Australian Sea-lion, Australian Sea Lion",4842241634.35547,1263028.35988053
653,4,"847
90381
747
82338","Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Anthochaera phrygia","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Regent Honeyeater",158979363.539063,101653.235415698
654,4,"847
90381
747
744","Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Lathamus discolor","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Swift Parrot",81665858.3828125,51608.5750358051
655,4,"847
90381
747
1828","Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Litoria raniformis","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",163301121.296875,62740.5219780116
656,4,"847
90381
747
22","Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Neophoca cinerea","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Australian Sea-lion, Australian Sea Lion",153995275.933594,88730.3749775646
657,4,"847
90381
22
86264","Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophoca cinerea
Prasophyllum laxum","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Australian Sea-lion, Australian Sea Lion
Lax Leek Orchid",75227979.8710938,49295.2765627127
658,4,"847
90381
22
87597","Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophoca cinerea
Tachyglossus aculeatus multiaculeatus","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Australian Sea-lion, Australian Sea Lion
Kangaroo Island Echidna",1069131453.53516,257071.233915429
659,4,"847
83091
1765
60756","Numenius madagascariensis
Trichosurus vulpecula arnhemensis
Chelonia mydas
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Northern Brushtail Possum
Green Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",129677971.802734,57209.0598900754
660,4,"847
83091
331
1765","Numenius madagascariensis
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Chelonia mydas","Eastern Curlew, Far Eastern Curlew
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle",32331600.7890625,22749.5375708265
661,4,"847
83091
331
60756","Numenius madagascariensis
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",32224520.5214844,22711.0608308811
662,4,"906
82338
744
1828","Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor
Litoria raniformis","Plains-wanderer
Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",8267791878.42578,1595779.46085537
663,4,"906
82338
744
66766","Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor
Paralucia pyrodiscus lucida","Plains-wanderer
Regent Honeyeater
Swift Parrot
Eltham Copper Butterfly",77379435.0625,38936.4035534217
664,4,"59350
906
8301
282","Pezoporus occidentalis
Pedionomus torquatus
Acacia peuce
Macrotis lagotis","Night Parrot
Plains-wanderer
Waddy, Waddi, Waddy-wood, Birdsville Wattle
Greater Bilby",272363872.292969,68994.6572234268
